user_id|movie_id|rating|persona
68|742|1|0
268|583|4|22
160|462|4|6
195|273|4|19
224|178|4|7
5|110|1|5
99|1016|5|13
2|251|5|17
292|9|4|6
72|568|4|3
85|228|3|10
83|281|5|16
92|831|2|22
7|543|3|5
87|401|2|5
287|926|4|13
1|155|2|4
234|632|2|10
222|53|5|5
24|64|5|13
7|554|3|5
82|56|3|3
161|318|3|3
196|393|4|15
56|91|4|5
82|477|3|3
7|472|2|5
256|761|4|22
226|56|4|18
279|741|5|22
308|1286|3|20
16|8|5|9
180|202|3|4
203|93|4|0
145|56|5|22
288|305|4|3
84|742|3|21
44|644|3|4
17|13|3|0
313|117|4|3
148|1|4|4
197|347|4|9
21|164|5|11
279|982|3|22
239|491|5|10
185|287|5|1
297|89|4|4
303|68|4|5
186|250|1|9
73|206|3|6
104|756|2|21
94|216|3|5
239|194|5|10
197|511|5|9
280|1|4|5
1|117|3|4
224|583|1|7
303|397|1|5
60|162|4|10
198|258|4|4
239|513|5|10
6|69|3|6
233|375|4|3
85|642|4|10
110|38|3|5
184|522|3|7
99|873|1|13
13|418|2|5
201|518|4|19
13|858|1|5
214|131|3|6
296|228|4|6
222|87|3|5
279|725|4|22
217|182|2|9
85|433|3|10
239|234|3|10
13|72|4|5
194|77|3|20
208|663|5|15
109|178|3|5
230|172|4|4
59|485|2|20
313|478|3|3
70|1133|3|4
62|182|5|4
198|234|3|4
65|125|4|7
174|660|5|14
90|12|5|10
130|1248|3|22
100|354|2|2
283|432|5|15
275|418|3|9
311|98|5|20
195|751|4|19
130|105|4|22
269|252|1|19
286|73|5|5
7|623|3|5
56|222|5|5
210|204|5|3
239|9|5|10
96|87|4|3
297|73|2|4
249|239|3|13
94|860|2|5
84|121|4|21
275|265|4|9
135|1046|3|11
291|1178|4|22
125|382|1|15
70|399|4|4
311|9|4|20
301|523|4|22
152|685|5|14
244|172|4|13
275|1091|2|9
53|281|4|21
198|118|2|4
244|790|4|13
26|125|4|0
151|13|3|10
124|496|1|4
24|191|5|13
271|65|3|3
307|634|3|4
294|1245|3|21
234|241|2|10
25|501|3|4
293|137|3|20
201|432|3|19
75|240|1|0
13|181|5|5
207|68|2|13
2|50|5|17
313|566|4|3
144|125|4|13
188|443|4|9
276|324|4|5
145|974|1|22
72|234|4|3
83|385|4|16
181|619|3|21
109|402|4|5
207|107|3|13
185|216|4|1
14|213|5|17
149|319|2|2
57|79|5|21
230|963|5|4
176|875|4|21
253|97|4|4
284|269|4|2
106|526|4|7
121|180|3|7
62|86|2|4
291|418|4|22
84|1033|4|21
293|380|2|20
207|58|3|13
194|187|4|20
109|97|3|5
283|845|4|15
297|275|5|4
181|334|1|21
78|255|4|21
11|425|4|7
308|59|4|20
193|1078|4|5
297|234|3|4
87|585|4|5
250|204|2|4
8|50|5|9
186|148|4|9
312|692|4|10
91|683|3|3
5|454|1|5
291|376|3|22
175|127|5|3
145|737|2|22
7|644|5|5
276|419|5|5
83|210|5|16
102|524|3|9
153|174|1|1
62|302|3|4
49|995|3|19
268|298|3|22
207|554|2|13
313|616|5|3
286|44|3|5
279|168|5|22
276|474|5|5
62|59|4|4
254|219|1|5
83|97|4|16
63|100|5|17
16|178|5|9
297|233|2|4
90|945|5|10
85|25|2|10
42|98|4|5
303|393|4|5
274|50|5|21
104|299|3|21
94|792|4|5
184|98|4|7
293|708|3|20
248|589|4|4
18|950|3|10
217|27|1|9
200|892|4|5
201|148|1|19
296|222|5|6
7|662|3|5
196|381|4|15
69|427|3|13
72|196|4|3
256|472|4|22
128|182|4|20
151|747|3|10
7|171|3|5
286|85|5|5
172|220|4|10
308|516|4|20
190|974|2|21
82|756|1|3
308|436|4|20
59|235|1|20
64|1063|3|4
145|756|2|22
220|298|4|2
21|324|4|11
285|269|4|12
207|65|3|13
198|658|3|4
220|333|3|2
210|70|4|3
181|14|1|21
158|128|2|9
143|682|3|2
75|237|2|0
199|221|4|17
223|1150|2|21
297|25|4|4
276|78|4|5
299|847|4|19
293|325|2|20
301|138|2|22
1|47|4|4
164|281|4|21
96|673|4|3
291|1016|4|22
7|451|5|5
233|177|4|3
6|517|4|6
202|283|3|3
214|117|4|6
184|602|4|7
277|257|3|0
194|212|1|20
95|68|4|20
25|257|4|4
6|23|4|6
38|573|1|16
313|436|4|3
22|241|3|9
262|617|3|5
130|569|3|22
66|181|5|0
21|948|1|11
181|1332|1|21
262|174|3|5
206|302|5|2
222|22|5|5
76|61|4|19
151|703|4|10
314|28|5|5
13|147|3|5
44|258|4|4
303|418|4|5
16|89|2|9
270|558|5|17
248|117|5|4
125|318|5|15
138|523|5|3
268|386|2|22
291|15|5|22
234|147|3|10
239|96|5|10
15|331|3|21
94|155|2|5
136|89|4|8
223|423|3|21
82|194|4|3
145|355|3|22
280|845|3|5
179|339|1|2
178|199|4|9
307|949|4|4
10|488|5|3
116|331|3|12
23|258|5|4
308|174|4|20
185|114|4|1
188|237|3|9
118|654|5|6
246|721|4|22
234|98|4|10
194|239|3|20
94|24|4|5
122|378|4|7
312|100|4|10
262|64|5|5
154|242|3|6
223|763|3|21
99|403|4|13
83|43|4|16
130|307|4|22
174|402|5|14
256|487|5|22
59|177|4|20
161|168|1|3
244|53|3|13
250|196|4|4
43|40|3|4
285|150|5|12
42|953|2|5
97|670|5|3
122|510|4|7
61|323|3|2
222|106|2|5
4|264|3|2
304|259|1|12
37|403|5|9
49|68|1|19
303|1098|4|5
165|372|5|1
176|324|5|21
3|335|1|2
56|869|3|5
44|15|4|4
190|117|4|21
29|189|4|12
94|174|4|5
130|949|3|22
117|181|5|22
303|779|1|5
19|435|5|15
194|191|4|20
158|24|4|9
56|447|4|5
262|223|3|5
181|1334|1|21
214|137|4|6
92|747|4|22
188|96|5|9
58|173|5|19
244|154|5|13
134|879|4|12
298|625|4|3
254|230|4|5
230|138|3|4
16|209|5|9
151|835|5|10
181|1327|1|21
145|1248|3|22
200|588|5|5
248|257|3|4
297|432|4|4
312|133|5|10
151|12|5|10
110|568|3|5
305|483|5|19
141|258|5|0
44|240|4|4
186|263|3|9
214|213|4|6
233|208|4|3
104|287|2|21
312|153|2|10
1|222|4|4
206|323|1|2
230|419|4|4
56|450|3|5
94|651|5|5
205|316|4|2
14|174|5|17
268|790|2|22
276|1081|3|5
83|929|3|16
268|580|3|22
222|1041|3|5
279|89|4|22
5|424|1|5
112|331|4|2
296|429|5|6
18|202|3|10
13|868|5|5
87|210|5|5
10|285|5|3
181|328|3|21
23|463|4|4
253|746|3|4
234|228|3|10
299|1047|2|19
66|1|3|0
216|174|5|13
290|208|3|4
79|1161|2|8
264|448|2|15
4|303|5|2
144|831|3|13
138|517|4|3
64|433|2|4
5|1|4|5
276|357|5|5
62|433|5|4
239|475|5|10
293|166|3|20
130|234|5|22
264|70|4|15
208|197|5|15
24|763|5|13
279|1162|3|22
3|245|1|2
101|596|3|0
162|1019|4|21
223|908|1|21
99|246|3|13
239|430|3|10
160|160|5|6
172|580|4|10
303|1160|2|5
54|676|5|21
44|507|3|4
210|97|5|3
164|930|4|21
299|240|2|19
28|217|3|11
305|79|3|19
18|729|3|10
82|343|1|3
109|1012|4|5
207|25|4|13
92|1209|1|22
109|1|4|5
15|222|3|21
58|709|5|19
303|693|4|5
152|111|5|14
194|160|2|20
92|241|3|22
77|91|3|4
244|662|3|13
177|321|2|13
131|221|3|8
197|302|3|9
227|50|4|17
85|282|3|10
295|72|4|20
181|1|3|21
277|255|4|0
279|96|4|22
1|253|5|4
18|182|4|10
276|568|4|5
87|177|5|5
177|69|1|13
213|13|4|4
125|134|5|15
128|739|4|20
291|428|5|22
25|208|4|4
288|272|5|3
207|1350|2|13
271|56|3|3
5|363|3|5
274|748|5|21
70|419|5|4
311|559|2|20
151|919|5|10
199|268|5|17
201|209|3|19
99|274|1|13
11|740|4|7
59|77|4|20
184|277|3|7
222|88|4|5
38|161|5|16
59|418|2|20
104|300|3|21
298|1346|3|3
180|1119|3|4
7|674|2|5
121|14|5|7
268|1041|1|22
252|277|4|17
303|411|4|5
210|527|5|3
234|648|3|10
312|573|5|10
308|215|3|20
234|1397|4|10
75|546|3|0
117|15|5|22
246|239|3|22
64|516|5|4
85|187|5|10
239|81|3|10
59|54|4|20
256|220|3|22
216|196|5|13
203|282|1|0
13|195|3|5
144|153|5|13
100|268|3|2
210|274|5|3
94|471|4|5
13|807|1|5
125|657|3|15
65|1142|4|7
1|113|5|4
76|175|4|19
294|508|4|21
263|1451|4|3
294|930|3|21
121|117|1|7
85|13|3|10
303|426|3|5
212|180|1|7
6|492|5|6
181|240|1|21
279|746|5|22
303|1109|4|5
184|191|4|7
310|116|5|17
313|22|3|3
314|1150|4|5
13|121|5|5
43|5|4|4
58|214|2|19
215|164|3|3
62|288|2|4
280|127|5|5
161|898|3|3
11|723|5|7
94|218|3|5
35|243|2|2
311|566|4|20
48|680|3|3
85|604|4|10
288|527|3|3
184|514|5|7
151|929|3|10
90|690|4|10
11|38|3|7
104|1016|1|21
106|582|4|7
181|1010|1|21
37|117|4|9
276|845|4|5
22|258|5|9
70|82|4|4
5|98|3|5
308|95|4|20
60|208|5|10
270|778|5|17
243|208|4|7
92|540|2|22
81|280|4|0
293|412|1|20
200|478|5|5
13|308|3|5
56|184|4|5
116|250|4|12
295|172|4|20
63|1007|5|17
295|235|4|20
104|1010|1|21
156|641|5|3
269|1165|1|19
160|430|5|6
237|191|4|3
287|252|1|13
290|132|3|4
45|109|5|0
224|678|3|7
145|764|2|22
277|1011|3|0
65|100|3|7
272|1101|5|3
116|255|3|12
184|86|5|7
285|151|5|12
222|148|2|5
72|28|4|3
271|187|5|3
94|211|5|5
246|425|5|22
115|8|5|13
176|327|3|21
13|396|3|5
129|331|2|2
257|1260|2|8
95|1|5|20
147|904|5|2
151|58|4|10
184|660|3|7
311|386|3|20
105|268|4|2
158|510|3|9
34|312|4|2
72|427|5|3
263|416|5|3
94|1048|4|5
200|291|3|5
45|118|4|0
279|144|4|22
145|22|5|22
71|89|5|6
182|69|5|21
193|627|4|5
214|302|4|6
151|485|5|10
102|322|3|9
234|571|2|10
249|930|2|13
195|328|4|19
109|258|5|5
222|552|2|5
282|288|4|2
117|758|2|22
23|381|4|4
112|327|1|2
303|145|1|5
252|300|4|17
151|372|5|10
282|327|5|2
304|237|5|12
290|568|3|4
64|160|4|4
28|79|4|11
168|1278|3|0
265|471|4|0
18|113|5|10
83|82|5|16
90|499|5|10
234|1186|4|10
87|196|5|5
26|685|3|0
150|129|4|0
161|98|4|3
70|210|4|4
51|182|3|4
222|1057|4|5
92|176|5|22
204|216|4|12
164|685|5|21
57|682|3|21
184|207|4|7
60|403|3|10
92|180|5|22
43|204|4|4
222|1042|4|5
197|300|4|9
92|790|3|22
294|282|3|21
201|747|2|19
201|215|2|19
193|410|3|5
271|705|4|3
214|693|3|6
73|657|5|6
90|187|4|10
315|273|3|6
48|309|3|3
255|472|1|11
270|671|4|17
66|7|3|0
6|478|4|6
101|222|3|0
207|1046|4|13
144|182|3|13
85|83|4|10
102|625|3|9
158|770|5|9
297|588|4|4
90|507|5|10
271|482|5|3
130|901|1|22
178|276|3|9
90|245|3|10
181|1094|1|21
311|143|3|20
267|17|4|4
201|51|2|19
194|647|4|20
59|387|3|20
1|227|4|4
116|751|3|12
170|292|5|2
110|578|3|5
60|1021|5|10
287|347|4|13
197|55|3|9
38|679|5|16
195|1014|4|19
279|227|4|22
84|748|4|21
31|886|2|6
316|98|5|7
25|25|5|4
168|274|4|0
103|24|4|18
299|588|4|19
194|478|3|20
287|294|5|13
234|582|4|10
279|1048|1|22
87|9|4|5
181|408|1|21
279|1151|2|22
49|47|5|19
296|855|5|6
44|95|4|4
92|216|3|22
135|39|3|11
13|66|3|5
262|386|3|5
7|676|3|5
116|942|3|12
318|474|4|7
141|826|2|0
269|13|4|19
222|1044|4|5
82|455|4|3
279|254|3|22
42|685|4|5
145|1245|5|22
184|161|2|7
49|625|3|19
177|243|1|13
313|99|4|3
32|290|3|0
308|848|4|20
145|448|5|22
130|542|3|22
130|806|3|22
165|288|2|1
249|255|3|13
49|581|3|19
195|300|3|19
118|475|5|6
130|316|4|22
104|293|3|21
201|1229|3|19
142|82|4|4
119|718|5|21
303|94|3|5
99|50|5|13
306|14|5|8
92|709|2|22
227|295|5|17
3|337|1|2
94|820|1|5
59|1107|4|20
30|539|3|4
262|821|3|5
6|508|3|6
311|716|4|20
268|364|3|22
262|553|4|5
214|275|3|6
16|56|5|9
262|293|2|5
293|132|4|20
62|132|5|4
94|346|4|5
13|59|4|5
240|313|5|2
102|161|2|9
83|301|2|16
291|7|5|22
312|28|4|10
31|484|5|6
291|70|4|22
56|172|5|5
109|588|4|5
110|1246|2|5
59|429|4|20
246|1218|3|22
65|196|5|7
24|367|2|13
92|115|3|22
308|741|4|20
301|660|4|22
214|1129|4|6
158|241|4|9
269|674|2|19
308|493|3|20
32|151|3|0
224|191|4|7
215|423|5|3
32|1012|4|0
154|289|2|6
201|509|3|19
85|298|4|10
180|68|5|4
184|36|3|7
188|218|5|9
305|11|1|19
